数据库：分省年度数据
指标：农业机械总动力(万千瓦)
时间：最近20年
地区,2020年,2019年,2018年,2017年,2016年,2015年,2014年,2013年,2012年,2011年,2010年,2009年,2008年,2007年,2006年,2005年,2004年,2003年,2002年
北京市,120.22,122.84,125.65,133.51,144.45,186.05,195.76,207.72,241.10,265.20,276.00,271.54,267.05,300.48,325.51,337.71,340.02,365.87,381.79
天津市,365.08,359.84,347.98,464.65,470.00,546.92,552.33,554.18,568.13,583.87,587.79,595.00,596.60,604.90,608.42,611.94,608.13,601.66,612.72
河北省,7965.74,7830.72,7706.20,7580.58,7401.97,11102.81,10942.86,10762.72,10553.81,10349.19,10151.30,9861.12,9525.38,9134.53,8795.77,8487.21,8135.63,7764.54,7451.21
山西省,1595.26,1517.57,1441.09,1376.30,1744.26,3351.65,3286.20,3183.30,3056.09,2927.30,2809.17,2655.04,2509.90,2440.79,2364.75,2288.70,2186.48,1928.21,1869.39
内蒙古自治区,4056.58,3866.42,3663.66,3483.55,3331.09,3805.11,3632.55,3430.57,3280.56,3172.70,3033.58,2891.64,2779.44,2209.27,2065.64,1922.00,1772.29,1616.61,1510.22
辽宁省,2471.26,2353.89,2243.72,2215.14,2168.45,2813.86,2730.22,2631.98,2526.89,2399.89,2248.66,2142.93,2042.68,1941.69,1995.30,1918.05,1619.47,1542.33,1484.67
吉林省,3896.95,3653.74,3466.00,3284.65,3105.27,3152.54,2919.09,2730.04,2554.65,2355.04,2145.00,2001.13,1800.00,1678.33,1572.33,1471.30,1319.76,1230.56,1150.67
黑龙江省,6775.09,6359.08,6084.65,5813.76,5634.27,5442.29,5155.52,4849.28,4552.93,4097.84,3736.29,3401.27,3018.36,2785.30,2570.60,2234.04,1952.17,1807.74,1741.75
上海市,102.12,98.04,93.97,121.84,122.31,119.01,117.76,113.17,112.73,105.68,104.06,99.23,95.32,97.68,97.23,96.46,105.15,112.61,126.87
江苏省,5213.83,5111.95,5017.71,4991.41,4906.55,4825.49,4649.98,4405.62,4214.64,4106.11,3937.34,3810.57,3630.86,3392.44,3278.53,3135.33,3052.51,3029.10,2983.89
浙江省,1813.17,1908.04,2009.33,2072.27,2136.69,2360.73,2420.13,2462.20,2489.40,2461.25,2427.46,2384.03,2343.45,2331.63,2293.00,2111.27,2026.74,2039.66,2053.21
安徽省,6799.50,6650.47,6543.81,6312.86,6867.50,6580.99,6365.83,6140.28,5902.77,5657.08,5409.78,5108.85,4807.46,4535.30,4239.93,3983.83,3784.44,3544.66,3372.11
福建省,1260.20,1237.73,1228.27,1232.42,1269.09,1384.13,1368.35,1336.76,1286.80,1250.81,1206.16,1175.01,1112.47,1063.08,1031.54,1000.00,981.00,951.91,915.84
江西省,2591.05,2470.66,2381.97,2309.60,2201.62,2260.82,2118.39,2014.13,4599.68,4200.03,3805.00,3358.93,2946.43,2506.32,2137.09,1781.26,1465.20,1220.52,1111.82
山东省,10964.66,10679.84,10415.22,10144.05,9797.61,13353.02,13101.40,12739.83,12419.87,12098.25,11628.97,11080.66,10350.00,9917.79,9555.28,9199.33,8751.90,8336.70,8155.63
河南省,10463.70,10356.97,10204.46,10038.32,9854.96,11710.08,11476.81,11149.96,10872.73,10515.79,10195.89,9817.84,9429.27,8718.71,8309.13,7934.23,7521.12,6953.17,6548.21
湖北省,4626.07,4515.73,4424.61,4335.09,4187.75,4468.12,4292.90,4081.05,3842.16,3571.23,3371.00,3057.24,2796.99,2551.08,2263.15,2057.37,1763.61,1661.75,1557.43
湖南省,6588.95,6471.82,6338.57,6254.83,6097.54,5894.06,5672.10,5433.99,5189.24,4935.59,4651.54,4352.39,4021.14,3684.43,3437.15,3189.86,2923.92,2664.45,2498.09
广东省,2495.43,2455.79,2429.94,2410.77,2390.50,2696.79,2632.37,2564.89,2496.68,2414.82,2345.28,2190.18,2093.91,1847.23,1814.66,1782.09,1798.73,1788.80,1779.36
广西壮族自治区,3901.40,3840.04,3750.82,3658.33,3527.26,3803.18,3567.49,3382.98,3195.91,3033.15,2767.67,2550.93,2373.56,2127.20,2011.03,1909.65,1814.34,1696.30,1639.54
海南省,615.57,581.23,565.82,569.80,516.57,511.59,517.31,502.10,479.66,444.33,425.24,396.07,373.06,328.53,298.37,268.21,243.94,221.62,210.23
重庆市,1497.99,1464.67,1428.12,1352.60,1318.66,1299.73,1243.34,1198.88,1162.00,1140.30,1071.09,967.41,903.15,860.31,820.01,775.96,728.31,695.67,665.57
四川省,4754.00,4682.30,4603.88,4420.30,4267.32,4404.55,4160.12,3953.09,3694.03,3426.10,3155.13,2952.66,2687.55,2523.05,2344.87,2181.70,2006.78,1891.06,1803.68
贵州省,2582.36,2484.60,2376.65,2181.43,2041.06,2575.15,2458.40,2240.80,2106.65,1851.40,1730.31,1606.42,1537.50,1411.74,1207.19,1011.52,797.18,761.99,699.41
云南省,2786.75,2714.40,2693.51,3534.53,3440.64,3333.04,3215.03,3070.33,2874.45,2628.39,2411.05,2159.40,2013.92,1861.91,1763.98,1666.05,1608.48,1542.91,1460.43
西藏自治区,576.78,559.02,545.78,523.09,635.14,619.69,570.82,517.30,464.95,427.90,378.06,358.44,349.64,329.42,280.14,230.86,191.63,181.19,145.80
陕西省,2387.96,2331.49,2311.79,2242.51,2171.91,2667.27,2552.13,2452.72,2350.17,2182.85,2000.00,1832.98,1709.88,1576.07,1452.43,1406.27,1307.01,1228.08,1166.46
甘肃省,2289.53,2174.01,2102.80,2018.59,1903.90,2684.95,2545.71,2418.46,2279.08,2136.48,1977.55,1822.65,1686.32,1577.27,1466.34,1406.92,1321.25,1255.38,1185.33
青海省,491.41,484.24,472.09,462.35,458.56,453.87,440.90,410.58,434.99,430.69,421.31,388.68,355.68,348.56,335.07,327.34,325.76,292.43,281.39
宁夏回族自治区,644.09,632.15,621.88,605.38,580.54,831.26,813.02,801.98,787.28,768.73,729.12,702.55,657.89,629.78,592.20,555.14,528.49,486.34,447.51
新疆维吾尔自治区,2929.44,2788.97,2731.79,2638.84,2552.15,2489.32,2341.76,2165.86,1968.93,1796.69,1643.67,1503.31,1375.56,1274.74,1195.50,1116.25,1046.47,972.72,919.62
数据来源：国家统计局
